initialUsedMemory,initialFreeMemory,query token,gcRun,gcInitialMemory,gcFinalMemory,gcTotalMemory,userTime,sysTime,realTime,cpuTimeTaken,finalUsedMemory,finalFreeMemory
4.231738321,3.039746054,token_81,FALSE,0,0,0,0,0,0,0.225474032,4.338227414,2.933256961
4.338227414,2.933256961,token_50,FALSE,0,0,0,0,0,0,0.241784472,4.4992714,2.772212975
4.4992714,2.772212975,token_28,FALSE,0,0,0,0,0,0,0.167858248,4.584640838,2.686843537
4.592991382,2.678492993,token_12,FALSE,0,0,0,0,0,0,0.209537835,4.729916528,2.541567847
4.729916528,2.541567847,token_80,FALSE,0,0,0,0,0,0,0.123972874,4.815502048,2.455982327
4.815502048,2.455982327,token_90,FALSE,0,0,0,0,0,0,0.140922824,4.89265234,2.378832035
4.89265234,2.378832035,token_62,FALSE,0,0,0,0,0,0,0.34693026,5.123688892,2.147795483
5.123688892,2.147795483,token_47,FALSE,0,0,0,0,0,0,0.128284972,5.18791879,2.083565585
5.18791879,2.083565585,token_86,FALSE,0,0,0,0,0,0,0.333554064,5.38937521,1.882109165
5.38937521,1.882109165,token_39,FALSE,0,0,0,0,0,0,0.131841299,5.465457678,1.806026697
5.465457678,1.806026697,token_85,FALSE,0,0,0,0,0,0,0.126245105,5.551067412,1.720416963
5.551067412,1.720416963,token_25,FALSE,0,0,0,0,0,0,0.08745263,5.60388907,1.667595305
5.60388907,1.667595305,token_64,FALSE,0,0,0,0,0,0,0.108809971,5.652387992,1.619096383
5.65239954,1.619084835,token_79,FALSE,0,0,0,0,0,0,0.118167659,5.716869704,1.554614671
5.716869704,1.554614671,token_61,FALSE,0,0,0,0,0,0,0.110713795,5.769716084,1.501768291
5.769716084,1.501768291,token_8,FALSE,0,0,0,0,0,0,0.128388809,5.876208209,1.395276166
5.876208209,1.395276166,token_75,TRUE,5.934057236,4.134898186,7.124023438,0.17,0.01,0.04,0.15500677,4.156147115,2.967876323
4.166420214,2.957603224,token_32,FALSE,0,0,0,0,0,0,0.142307184,4.229109362,2.894914076
4.243498974,2.880524464,token_14,FALSE,0,0,0,0,0,0,0.231789513,4.358709194,2.765314244
4.358709194,2.765314244,token_53,FALSE,0,0,0,0,0,0,0.100388009,4.404009178,2.720014259
4.404009178,2.720014259,token_63,FALSE,0,0,0,0,0,0,0.246566179,4.590343945,2.533679493
4.590410128,2.533613309,token_88,FALSE,0,0,0,0,0,0,0.183234744,4.717962123,2.406061314
4.717962123,2.406061314,token_42,FALSE,0,0,0,0,0,0,0.383931814,5.028489336,2.095534101
5.028489336,2.095534101,token_35,FALSE,0,0,0,0,0,0,0.112476786,5.100529648,2.023493789
5.100529648,2.023493789,token_76,FALSE,0,0,0,0,0,0,0.084938645,5.143040985,1.980982453
5.143040985,1.980982453,token_20,FALSE,0,0,0,0,0,0,0.203195994,5.300142728,1.82388071
5.300142728,1.82388071,token_34,FALSE,0,0,0,0,0,0,0.001142525,5.300142728,1.82388071
5.300208911,1.823814526,token_45,TRUE,5.912730217,4.518242836,7.141601563,1.99,0.15,0.3,0.873825224,4.857800305,2.283801258
4.868714295,2.272887267,token_21,FALSE,0,0,0,0,0,0,0.149754644,4.94795382,2.193647742
4.957887784,2.183713779,token_74,FALSE,0,0,0,0,0,0,0.105171589,5.027513839,2.114087723
5.027513839,2.114087723,token_1,FALSE,0,0,0,0,0,0,0.191982895,5.170535304,1.971066259
5.170557089,1.971044473,token_69,FALSE,0,0,0,0,0,0,0.229706844,5.326233551,1.815368012
5.326233551,1.815368012,token_84,FALSE,0,0,0,0,0,0,0.080914941,5.362060294,1.779541269
5.362060294,1.779541269,token_36,FALSE,0,0,0,0,0,0,0.224177465,5.493248262,1.648353301
5.493270144,1.648331419,token_72,FALSE,0,0,0,0,0,0,0.098269163,5.540988058,1.600613505
5.540988058,1.600613505,token_15,FALSE,0,0,0,0,0,0,0.272234682,5.715674147,1.425927415
5.715674147,1.425927415,token_66,FALSE,0,0,0,0,0,0,0.109990052,5.775344357,1.366257206
5.775344357,1.366257206,token_52,FALSE,0,0,0,0,0,0,0.25825548,5.920400389,1.221201174
5.920400389,1.221201174,token_7,FALSE,0,0,0,0,0,0,0.135061007,5.986855425,1.154746138
5.986855425,1.154746138,token_33,TRUE,6.16814518,4.465351105,7.26953125,0.38,0.01,0.06,0.385344641,4.552663811,2.716867439
4.565299831,2.704231419,token_9,FALSE,0,0,0,0,0,0,0.456795232,4.907089725,2.362441525
4.918492049,2.351039201,token_22,FALSE,0,0,0,0,0,0,0.096702074,4.964188546,2.305342704
4.964188546,2.305342704,token_10,FALSE,0,0,0,0,0,0,0.181662405,5.063079089,2.206452161
5.063079089,2.206452161,token_65,FALSE,0,0,0,0,0,0,0.118812235,5.117364869,2.152166381
5.117364869,2.152166381,token_44,FALSE,0,0,0,0,0,0,0.601445326,5.705241308,1.564289942
5.705241308,1.564289942,token_54,FALSE,0,0,0,0,0,0,0.118650163,5.768498927,1.501032323
5.768498927,1.501032323,token_57,FALSE,0,0,0,0,0,0,0.080257045,5.805560797,1.463970453
5.805560797,1.463970453,token_27,FALSE,0,0,0,0,0,0,0.100417918,5.85891284,1.41061841
5.871546924,1.397984326,token_3,FALSE,0,0,0,0,0,0,0.114884803,5.922170818,1.347360432
5.922170818,1.347360432,token_37,FALSE,0,0,0,0,0,0,0.235224641,6.061853893,1.207677357
6.061853893,1.207677357,token_30,TRUE,6.115253448,4.365461349,7.341796875,0.15,0,0.03,0.120908367,4.39105954,2.950737335
4.40385247,2.937944405,token_67,FALSE,0,0,0,0,0,0,0.47859334,4.81420818,2.527588695
4.823906474,2.517890401,token_16,FALSE,0,0,0,0,0,0,0.070441424,4.853001468,2.488795407
4.853069603,2.488727272,token_83,FALSE,0,0,0,0,0,0,0.112336597,4.903933428,2.437863447
4.903933428,2.437863447,token_13,FALSE,0,0,0,0,0,0,0.121132474,4.955184244,2.386612631
4.955184244,2.386612631,token_23,FALSE,0,0,0,0,0,0,0.592454994,5.547269113,1.794527762
5.547269113,1.794527762,token_55,FALSE,0,0,0,0,0,0,0.133085705,5.623501346,1.718295529
5.623501346,1.718295529,token_18,FALSE,0,0,0,0,0,0,0.177538184,5.751501568,1.590295307
5.751501568,1.590295307,token_31,FALSE,0,0,0,0,0,0,0.165062422,5.854136206,1.487660669
5.854136206,1.487660669,token_24,FALSE,0,0,0,0,0,0,0.218771541,5.982232444,1.359564431
5.982232444,1.359564431,token_58,FALSE,0,0,0,0,0,0,0.195406322,6.100046381,1.241750494
6.100046381,1.241750494,token_82,TRUE,6.134992599,4.353509903,7.372070313,0.12,0,0.02,0.141456483,4.404998742,2.96707157
4.418370374,2.953699939,token_5,FALSE,0,0,0,0,0,0,0.246671797,4.566864952,2.80520536
4.578400418,2.793669894,token_56,FALSE,0,0,0,0,0,0,0.197654301,4.693841755,2.678228557
4.693841755,2.678228557,token_38,FALSE,0,0,0,0,0,0,0.237894568,4.827546306,2.544524007
4.827546306,2.544524007,token_59,FALSE,0,0,0,0,0,0,0.145468951,4.907850839,2.464219473
4.907850839,2.464219473,token_89,FALSE,0,0,0,0,0,0,0.270777263,5.105507433,2.266562879
5.105511338,2.266558975,token_60,FALSE,0,0,0,0,0,0,0.116685245,5.172426209,2.199644104
5.172426209,2.199644104,token_40,FALSE,0,0,0,0,0,0,0.090641984,5.218654044,2.153416269
5.218654044,2.153416269,token_48,FALSE,0,0,0,0,0,0,0.123778592,5.281313479,2.090756834
5.281313479,2.090756834,token_91,FALSE,0,0,0,0,0,0,0.00636068,5.281379662,2.09069065
5.281379662,2.09069065,token_77,FALSE,0,0,0,0,0,0,0.110202331,5.339142978,2.032927334
5.339142978,2.032927334,token_26,FALSE,0,0,0,0,0,0,0.02677822,5.352211535,2.019858778
5.352297269,2.019773044,token_71,FALSE,0,0,0,0,0,0,0.148962604,5.432581767,1.939488545
5.432669461,1.939400852,token_17,FALSE,0,0,0,0,0,0,0.24364283,5.617817022,1.754253291
5.617817022,1.754253291,token_19,FALSE,0,0,0,0,0,0,0.252862596,5.791689947,1.580380365
5.791689947,1.580380365,token_43,FALSE,0,0,0,0,0,0,0.117338519,5.852241904,1.519828409
5.852241904,1.519828409,token_6,FALSE,0,0,0,0,0,0,0.146315562,5.95799312,1.414077193
5.95799312,1.414077193,token_68,FALSE,0,0,0,0,0,0,0.112181851,6.025504798,1.346565515
6.025504798,1.346565515,token_2,FALSE,0,0,0,0,0,0,0.116255897,6.090059012,1.2820113
6.090059012,1.2820113,token_70,TRUE,6.123041153,4.34752655,7.420898438,0.13,0.01,0.02,0.330166852,4.560494743,2.860403694
4.570520692,2.850377746,token_49,FALSE,0,0,0,0,0,0,0.2288259,4.713740073,2.707158364
4.726725914,2.694172524,token_29,FALSE,0,0,0,0,0,0,0.123755649,4.778735623,2.642162815
4.778735623,2.642162815,token_60,FALSE,0,0,0,0,0,0,0.115917063,4.849473864,2.571424574
4.849473864,2.571424574,token_12,FALSE,0,0,0,0,0,0,0.211336449,4.989887424,2.431011014
4.989887424,2.431011014,token_55,FALSE,0,0,0,0,0,0,0.133510028,5.060986169,2.359912269
5.060986169,2.359912269,token_39,FALSE,0,0,0,0,0,0,0.133763875,5.131220728,2.289677709
5.131220728,2.289677709,token_36,FALSE,0,0,0,0,0,0,0.224872778,5.264555894,2.156342544
5.264555894,2.156342544,token_9,FALSE,0,0,0,0,0,0,0.461946448,5.617632657,1.80326578
5.617632657,1.80326578,token_78,FALSE,0,0,0,0,0,0,0.107275187,5.690680951,1.730217487
5.690680951,1.730217487,token_79,FALSE,0,0,0,0,0,0,0.118135266,5.755677834,1.665220603
5.755703107,1.665195331,token_49,FALSE,0,0,0,0,0,0,0.226155254,5.911103375,1.509795062
5.911103375,1.509795062,token_41,FALSE,0,0,0,0,0,0,0.106480916,5.971339062,1.449559376
5.971339062,1.449559376,token_54,FALSE,0,0,0,0,0,0,0.119631127,6.036338642,1.384559795
6.036340602,1.384557836,token_43,FALSE,0,0,0,0,0,0,0.117673191,6.092913315,1.327985123
6.092913315,1.327985123,token_71,FALSE,0,0,0,0,0,0,0.146344456,6.1731719,1.247726537
6.1731719,1.247726537,token_19,TRUE,6.215202332,4.356820107,7.446289063,0.14,0,0.02,0.260416852,4.481815122,2.96447394
4.497331381,2.948957682,token_76,FALSE,0,0,0,0,0,0,0.085044517,4.52845154,2.917837523
4.538998984,2.907290079,token_74,FALSE,0,0,0,0,0,0,0.105810904,4.605161943,2.84112712
4.605161943,2.84112712,token_89,FALSE,0,0,0,0,0,0,0.27584245,4.795295857,2.650993206
4.795295857,2.650993206,token_33,FALSE,0,0,0,0,0,0,0.37167627,5.069650449,2.376638614
5.069650449,2.376638614,token_45,FALSE,0,0,0,0,0,0,0.830869227,6.026109844,1.420179218
6.026109844,1.420179218,token_61,FALSE,0,0,0,0,0,0,0.109345503,6.088258691,1.358030371
6.088258691,1.358030371,token_66,FALSE,0,0,0,0,0,0,0.109679667,6.151609659,1.294679403
6.151609659,1.294679403,token_47,FALSE,0,0,0,0,0,0,0.129821702,6.219459176,1.226829886
6.219459176,1.226829886,token_11,TRUE,6.224495888,4.332230568,7.482421875,0.09,0.01,0.01,0.190280051,4.423623376,3.058798499
4.433766544,3.048655331,token_68,FALSE,0,0,0,0,0,0,0.109888417,4.497492529,2.984929346
4.514701843,2.967720032,token_88,FALSE,0,0,0,0,0,0,0.18334822,4.635233514,2.847188361
4.635233514,2.847188361,token_63,FALSE,0,0,0,0,0,0,0.245348164,4.817400649,2.665021226
4.817466833,2.664955042,token_23,FALSE,0,0,0,0,0,0,0.58850634,5.403382935,2.07903894
5.403382935,2.07903894,token_65,FALSE,0,0,0,0,0,0,0.119249806,5.472706564,2.009715311
5.472706564,2.009715311,token_25,FALSE,0,0,0,0,0,0,0.088735909,5.523766808,1.958655067
5.523766808,1.958655067,token_32,FALSE,0,0,0,0,0,0,0.141741154,5.593531705,1.88889017
5.593531705,1.88889017,token_37,FALSE,0,0,0,0,0,0,0.233388662,5.730176702,1.752245173
5.730176702,1.752245173,token_5,FALSE,0,0,0,0,0,0,0.242414204,5.892604172,1.589817703
5.892604172,1.589817703,token_18,FALSE,0,0,0,0,0,0,0.173012342,6.013171017,1.469250858
6.013172977,1.469248898,token_38,FALSE,0,0,0,0,0,0,0.235124386,6.150715023,1.331706852
6.150715023,1.331706852,token_14,FALSE,0,0,0,0,0,0,0.234011919,6.279497042,1.202924833
4.331315205,3.171614483,token_26,FALSE,0,0,0,0,0,0,0.026841627,4.342463776,3.160465911
4.351936668,3.150993019,token_84,FALSE,0,0,0,0,0,0,0.080486705,4.380444236,3.122485451
4.398441359,3.104488328,token_72,FALSE,0,0,0,0,0,0,0.098886183,4.434501879,3.068427809
4.434501879,3.068427809,token_82,FALSE,0,0,0,0,0,0,0.139559018,4.515421584,2.987508103
4.515421584,2.987508103,token_42,FALSE,0,0,0,0,0,0,0.369167164,4.828270018,2.674659669
4.828270018,2.674659669,token_21,FALSE,0,0,0,0,0,0,0.150928992,4.918344632,2.584585056
4.918344632,2.584585056,token_62,FALSE,0,0,0,0,0,0,0.343628425,5.152951926,2.349977762
5.152951926,2.349977762,token_4,FALSE,0,0,0,0,0,0,0.127160414,5.219328791,2.283600897
5.219328791,2.283600897,token_58,FALSE,0,0,0,0,0,0,0.195141307,5.331085533,2.171844155
5.331085533,2.171844155,token_75,FALSE,0,0,0,0,0,0,0.14491251,5.410090804,2.092838883
5.410092853,2.092836834,token_67,FALSE,0,0,0,0,0,0,0.479702938,5.827022783,1.675906904
5.827022783,1.675906904,token_16,FALSE,0,0,0,0,0,0,0.069414468,5.863017164,1.639912523
5.863105878,1.639823809,token_35,FALSE,0,0,0,0,0,0,0.111177358,5.921971716,1.580957972
5.921971716,1.580957972,token_91,FALSE,0,0,0,0,0,0,0.006293804,5.931445532,1.571484156
5.931445532,1.571484156,token_50,FALSE,0,0,0,0,0,0,0.237078,6.094888404,1.408041283
6.094888404,1.408041283,token_13,FALSE,0,0,0,0,0,0,0.119531729,6.151814647,1.35111504
6.151814647,1.35111504,token_15,TRUE,6.26734066,4.41819191,7.572265625,0.31,0.04,0.05,0.286625908,4.472125217,3.100140408
4.483112708,3.089152917,token_28,FALSE,0,0,0,0,0,0,0.171102414,4.563288242,3.008977383
4.576211132,2.996054493,token_2,FALSE,0,0,0,0,0,0,0.115707973,4.627953343,2.944312282
4.627953343,2.944312282,token_6,FALSE,0,0,0,0,0,0,0.14636859,4.742505267,2.829760358
4.742505267,2.829760358,token_51,FALSE,0,0,0,0,0,0,0.171041597,4.863449849,2.708815776
4.863449849,2.708815776,token_44,FALSE,0,0,0,0,0,0,0.598427315,5.457859866,2.114405759
5.457859866,2.114405759,token_40,FALSE,0,0,0,0,0,0,0.090693812,5.506964721,2.065300904
5.506964721,2.065300904,token_20,FALSE,0,0,0,0,0,0,0.195997376,5.661345102,1.910920523
5.661345102,1.910920523,token_80,FALSE,0,0,0,0,0,0,0.124190388,5.739350095,1.83291553
5.739350095,1.83291553,token_17,FALSE,0,0,0,0,0,0,0.243755821,5.91940511,1.652860515
5.91940511,1.652860515,token_31,FALSE,0,0,0,0,0,0,0.163147966,6.018366896,1.553898729
6.018366896,1.553898729,token_22,FALSE,0,0,0,0,0,0,0.095817045,6.070109196,1.502156429
6.070109196,1.502156429,token_27,FALSE,0,0,0,0,0,0,0.100422748,6.122026734,1.450238891
6.122026734,1.450238891,token_64,FALSE,0,0,0,0,0,0,0.107960553,6.188006401,1.384259224
6.188006401,1.384259224,token_46,FALSE,0,0,0,0,0,0,0.266167636,6.343162708,1.229102917
6.343164667,1.229100958,token_29,FALSE,0,0,0,0,0,0,0.123787689,6.408615738,1.163649887
6.408615738,1.163649887,token_1,TRUE,6.443582535,4.356523514,7.567382813,0.13,0,0.01,0.195107762,4.449745625,3.117637187
4.464696854,3.102685958,token_34,FALSE,0,0,0,0,0,0,0.001055571,4.464696854,3.102685958
4.478898689,3.088484123,token_52,FALSE,0,0,0,0,0,0,0.259467288,4.608756021,2.958626792
4.608756021,2.958626792,token_56,FALSE,0,0,0,0,0,0,0.202069841,4.731709808,2.835673004
4.731709808,2.835673004,token_83,FALSE,0,0,0,0,0,0,0.119346144,4.776624009,2.790758803
4.776624009,2.790758803,token_3,FALSE,0,0,0,0,0,0,0.119558254,4.833160006,2.734222807
4.833160006,2.734222807,token_69,FALSE,0,0,0,0,0,0,0.234081141,4.989657126,2.577725686
4.989657126,2.577725686,token_90,FALSE,0,0,0,0,0,0,0.148175739,5.065090604,2.502292208
5.065090604,2.502292208,token_70,FALSE,0,0,0,0,0,0,0.324284255,5.30510848,2.262274332
5.30510848,2.262274332,token_8,FALSE,0,0,0,0,0,0,0.128906103,5.406362578,2.161020234
5.406362578,2.161020234,token_53,FALSE,0,0,0,0,0,0,0.102116423,5.466230087,2.101152726
5.466254435,2.101128377,token_10,FALSE,0,0,0,0,0,0,0.181602172,5.565100148,2.002282664
5.565100148,2.002282664,token_81,FALSE,0,0,0,0,0,0,0.223432924,5.679658294,1.887724519
5.679658294,1.887724519,token_59,FALSE,0,0,0,0,0,0,0.142198191,5.754471131,1.812911682
5.754471131,1.812911682,token_87,FALSE,0,0,0,0,0,0,0.121521649,5.81379585,1.753586963
5.813797809,1.753585003,token_24,FALSE,0,0,0,0,0,0,0.21820304,5.947878912,1.6195039
5.947878912,1.6195039,token_7,FALSE,0,0,0,0,0,0,0.139149751,6.007841878,1.559540935
6.007841878,1.559540935,token_30,FALSE,0,0,0,0,0,0,0.122770104,6.092973724,1.474409088
6.092973724,1.474409088,token_73,FALSE,0,0,0,0,0,0,0.102515167,6.152861737,1.414521076
6.152861737,1.414521076,token_85,FALSE,0,0,0,0,0,0,0.130571736,6.237613305,1.329769507
6.237613305,1.329769507,token_48,FALSE,0,0,0,0,0,0,0.127750479,6.304711215,1.262671597
6.304711215,1.262671597,token_57,FALSE,0,0,0,0,0,0,0.081032434,6.349559233,1.21782358
6.349625416,1.217757396,token_86,TRUE,6.381914139,4.35256958,7.587402344,0.12,0,0.02,0.338710137,4.521614537,3.065787807
4.534745671,3.052656673,token_77,FALSE,0,0,0,0,0,0,0.10807234,4.587525129,2.999877214
4.600665629,2.986736715,token_49,FALSE,0,0,0,0,0,0,0.239960108,4.745427787,2.841974556
4.745427787,2.841974556,token_53,FALSE,0,0,0,0,0,0,0.103134617,4.791570902,2.795831442
4.791570902,2.795831442,token_6,FALSE,0,0,0,0,0,0,0.148009272,4.897297256,2.690105088
4.897297256,2.690105088,token_56,FALSE,0,0,0,0,0,0,0.200700845,5.015628465,2.571773879
5.015628465,2.571773879,token_82,FALSE,0,0,0,0,0,0,0.140757134,5.107628763,2.479773581
5.107628763,2.479773581,token_88,FALSE,0,0,0,0,0,0,0.184435153,5.239100397,2.348301947
5.239100397,2.348301947,token_72,FALSE,0,0,0,0,0,0,0.101599424,5.285273157,2.302129187
5.285273157,2.302129187,token_73,FALSE,0,0,0,0,0,0,0.103060226,5.338253841,2.249148503
5.338253841,2.249148503,token_14,FALSE,0,0,0,0,0,0,0.232376861,5.459403045,2.127999298
5.459469229,2.127933115,token_35,FALSE,0,0,0,0,0,0,0.111784046,5.525181554,2.062220789
5.525181554,2.062220789,token_37,FALSE,0,0,0,0,0,0,0.238467032,5.67183578,1.915566564
5.67183774,1.915564604,token_67,FALSE,0,0,0,0,0,0,0.478052648,6.086662561,1.500739783
6.086662561,1.500739783,token_74,FALSE,0,0,0,0,0,0,0.108149749,6.155193016,1.432209328
6.155193016,1.432209328,token_59,FALSE,0,0,0,0,0,0,0.14187256,6.220961943,1.3664404
6.220961943,1.3664404,token_83,FALSE,0,0,0,0,0,0,0.113042445,6.282493435,1.304908909
6.282493435,1.304908909,token_2,FALSE,0,0,0,0,0,0,0.116806733,6.348205812,1.239196531
6.348205812,1.239196531,token_39,FALSE,0,0,0,0,0,0,0.131666183,6.414098255,1.173304088
6.414098255,1.173304088,token_76,TRUE,6.445831299,4.354836464,7.609375,0.13,0,0.02,0.086988199,4.373093486,3.236281514
4.3851889,3.2241861,token_34,FALSE,0,0,0,0,0,0,0.001113911,4.3851889,3.2241861
4.399391927,3.209983073,token_13,FALSE,0,0,0,0,0,0,0.121727396,4.444687948,3.164687052
4.444687948,3.164687052,token_85,FALSE,0,0,0,0,0,0,0.13040062,4.521688752,3.087686248
4.521688752,3.087686248,token_86,FALSE,0,0,0,0,0,0,0.33297527,4.715284459,2.894090541
4.715284459,2.894090541,token_62,FALSE,0,0,0,0,0,0,0.346922204,4.955776386,2.653598614
4.955776386,2.653598614,token_54,FALSE,0,0,0,0,0,0,0.119664038,5.017357789,2.592017211
5.017357789,2.592017211,token_69,FALSE,0,0,0,0,0,0,0.225519295,5.174675114,2.434699886
5.174675114,2.434699886,token_66,FALSE,0,0,0,0,0,0,0.109805375,5.231288806,2.378086194
5.231288806,2.378086194,token_64,FALSE,0,0,0,0,0,0,0.132810244,5.293764539,2.315610461
5.293764539,2.315610461,token_32,FALSE,0,0,0,0,0,0,0.141995448,5.366988637,2.242386363
5.367085375,2.242289625,token_28,FALSE,0,0,0,0,0,0,0.171588121,5.459378585,2.149996415
5.459444769,2.149930231,token_63,FALSE,0,0,0,0,0,0,0.246817785,5.643324479,1.966050521
5.643326439,1.966048561,token_57,FALSE,0,0,0,0,0,0,0.081681626,5.689684838,1.919690162
5.689684838,1.919690162,token_20,FALSE,0,0,0,0,0,0,0.199542726,5.847488575,1.761886425
5.847488575,1.761886425,token_52,FALSE,0,0,0,0,0,0,0.258646824,5.988925822,1.620449178
5.988925822,1.620449178,token_4,FALSE,0,0,0,0,0,0,0.127034421,6.050087214,1.559287786
6.050087214,1.559287786,token_36,FALSE,0,0,0,0,0,0,0.227710921,6.177385338,1.431989662
6.177385338,1.431989662,token_78,FALSE,0,0,0,0,0,0,0.1093508,6.254337803,1.355037197
6.254337803,1.355037197,token_26,FALSE,0,0,0,0,0,0,0.027090543,6.269219995,1.340155005
6.269286178,1.340088822,token_42,TRUE,6.448098183,4.457016945,7.645996094,0.37,0.05,0.06,0.387560317,4.58956448,3.056431614
4.602791272,3.043204822,token_77,FALSE,0,0,0,0,0,0,0.108877793,4.655757047,2.990239047
4.668583527,2.977412567,token_87,FALSE,0,0,0,0,0,0,0.120583816,4.72022076,2.925775334
4.72022076,2.925775334,token_44,FALSE,0,0,0,0,0,0,0.611648854,5.316794693,2.3292014
5.316794693,2.3292014,token_17,FALSE,0,0,0,0,0,0,0.245902492,5.492174365,2.153821729
5.492174365,2.153821729,token_3,FALSE,0,0,0,0,0,0,0.118784342,5.543579817,2.102416277
5.543579817,2.102416277,token_80,FALSE,0,0,0,0,0,0,0.126889131,5.62646652,2.019529574
5.62646652,2.019529574,token_24,FALSE,0,0,0,0,0,0,0.22276028,5.758782014,1.887214079
5.758782014,1.887214079,token_91,FALSE,0,0,0,0,0,0,0.006590545,5.771608509,1.874387585
5.771608509,1.874387585,token_46,FALSE,0,0,0,0,0,0,0.265087106,5.930406593,1.715589501
5.930406593,1.715589501,token_15,FALSE,0,0,0,0,0,0,0.275251426,6.097217478,1.548778616
6.097217478,1.548778616,token_11,FALSE,0,0,0,0,0,0,0.190699771,6.196701363,1.449294731
6.196701363,1.449294731,token_16,FALSE,0,0,0,0,0,0,0.070810195,6.223394021,1.422602072
6.223394021,1.422602072,token_7,FALSE,0,0,0,0,0,0,0.13618305,6.290414713,1.35558138
6.290416673,1.355579421,token_50,FALSE,0,0,0,0,0,0,0.243997323,6.442346297,1.203649797
6.442346297,1.203649797,token_48,FALSE,0,0,0,0,0,0,0.130417141,6.511325568,1.134670526
6.511325568,1.134670526,token_43,FALSE,0,0,0,0,0,0,0.121203671,6.575560197,1.070435897
6.575560197,1.070435897,token_58,TRUE,6.599106789,4.345202446,7.660644531,0.11,0,0.01,0.199982786,4.430218369,3.230426162
4.448311396,3.212333135,token_23,FALSE,0,0,0,0,0,0,0.602564752,5.027461819,2.633182712
5.040403359,2.620241173,token_47,FALSE,0,0,0,0,0,0,0.130874649,5.095059119,2.565585412
5.095059119,2.565585412,token_31,FALSE,0,0,0,0,0,0,0.169087332,5.199080914,2.461563617
5.199080914,2.461563617,token_21,FALSE,0,0,0,0,0,0,0.151471602,5.289602637,2.371041894
5.289602637,2.371041894,token_10,FALSE,0,0,0,0,0,0,0.182845447,5.393232293,2.267412238
5.393232293,2.267412238,token_9,FALSE,0,0,0,0,0,0,0.477581374,5.739877,1.920767531
5.739877,1.920767531,token_8,FALSE,0,0,0,0,0,0,0.131743728,5.84891881,1.811725721
5.84891881,1.811725721,token_75,FALSE,0,0,0,0,0,0,0.14970772,5.926634379,1.734010153
5.926634379,1.734010153,token_70,FALSE,0,0,0,0,0,0,0.333840509,6.161916628,1.498727903
6.161916628,1.498727903,token_22,FALSE,0,0,0,0,0,0,0.098729537,6.21386686,1.446777672
6.21386686,1.446777672,token_1,FALSE,0,0,0,0,0,0,0.1951589,6.352689855,1.307954676
6.352689855,1.307954676,token_33,TRUE,6.48729229,4.430560112,7.717773438,0.29,0.02,0.05,0.391261,4.575228699,3.142544739
4.586059473,3.131713964,token_61,FALSE,0,0,0,0,0,0,0.113469878,4.632229865,3.085543573
4.644752152,3.073021285,token_30,FALSE,0,0,0,0,0,0,0.121585553,4.710246019,3.007527418
4.710246019,3.007527418,token_65,FALSE,0,0,0,0,0,0,0.121340743,4.75440374,2.963369697
4.75440374,2.963369697,token_89,FALSE,0,0,0,0,0,0,0.27670032,4.949417569,2.768355869
4.949417569,2.768355869,token_60,FALSE,0,0,0,0,0,0,0.115414824,5.01488407,2.702889368
5.01488407,2.702889368,token_84,FALSE,0,0,0,0,0,0,0.082804498,5.056186877,2.66158656
5.056253061,2.661520377,token_12,FALSE,0,0,0,0,0,0,0.214364589,5.19712206,2.520651378
5.19712206,2.520651378,token_71,FALSE,0,0,0,0,0,0,0.147678781,5.284844466,2.432928972
5.284844466,2.432928972,token_79,FALSE,0,0,0,0,0,0,0.120206209,5.346892431,2.370881006
5.346892431,2.370881006,token_5,FALSE,0,0,0,0,0,0,0.246377458,5.501352414,2.216421023
5.501352414,2.216421023,token_81,FALSE,0,0,0,0,0,0,0.224707987,5.614743307,2.10303013
5.614743307,2.10303013,token_18,FALSE,0,0,0,0,0,0,0.17759746,5.738721065,1.979052372
5.738721065,1.979052372,token_40,FALSE,0,0,0,0,0,0,0.090280903,5.792963102,1.924810335
5.792963102,1.924810335,token_55,FALSE,0,0,0,0,0,0,0.134173422,5.868163578,1.849609859
5.868165538,1.8496079,token_29,FALSE,0,0,0,0,0,0,0.125383811,5.930213593,1.787559845
5.930213593,1.787559845,token_45,TRUE,6.639056206,4.826377869,7.720214844,2.41,0.16,0.35,0.866355745,5.070083499,2.650131345
5.081121787,2.639093056,token_68,FALSE,0,0,0,0,0,0,0.110732433,5.14740824,2.572806604
5.164031945,2.556182899,token_27,FALSE,0,0,0,0,0,0,0.100579024,5.213996053,2.506218791
5.213996053,2.506218791,token_51,FALSE,0,0,0,0,0,0,0.170570667,5.328389227,2.391825616
5.328389227,2.391825616,token_25,FALSE,0,0,0,0,0,0,0.088591809,5.375681341,2.344533503
5.375681341,2.344533503,token_90,FALSE,0,0,0,0,0,0,0.140743272,5.442242555,2.277972288
5.442242555,2.277972288,token_38,FALSE,0,0,0,0,0,0,0.23401911,5.588521473,2.131693371
5.588521473,2.131693371,token_19,FALSE,0,0,0,0,0,0,0.269068169,5.758277975,1.961936869
5.758277975,1.961936869,token_41,FALSE,0,0,0,0,0,0,0.104808848,5.824869208,1.895345636
5.824869208,1.895345636,token_3,FALSE,0,0,0,0,0,0,0.115489294,5.873663306,1.846551538
5.873663306,1.846551538,token_10,FALSE,0,0,0,0,0,0,0.183961369,5.97407797,1.746136874
